,DA_fit,tau_fit
0,53.125398774812965,1.4593302602322362
1,0.015486884405686538,8.048421809714812
2,0.10691953453540384,3.7956020781042743
3,0.24795288490195896,3.4419700115556577
4,0.001883818135692704,6.878155046586557
5,0.1490329846684876,3.704945027787026
6,0.105864868060857,3.740080462558777
7,0.0025585201581135785,7.010317952035367
8,0.004076597416659254,4.627964899717211
9,0.013273650533198017,3.702957454454233
10,0.018288310756138217,2.970658053983984
11,0.014976382517469923,6.540868185607953
12,0.021474990895477532,5.17079770962378
13,0.0035503638900689504,4.8488999418170815
14,0.030412061199405937,5.621502836452609
15,0.014943540383638506,2.7570471287780176
16,0.0013242244185474594,11.761908344790282
17,0.00831324216165408,24.680939871330274
18,0.004803491509247385,1.4884300510275532
19,0.00687326675518498,2.8296633677803347
20,0.021617217845990928,2.741253881053353
21,0.03718967654126628,3.1463568773274417
22,0.015329670987710193,5.821148865304368
23,0.0144666596635635,4.439610380736775
24,0.04448183985368266,1.3552812679941013
25,0.0903672119509812,8.78070185034138
26,0.009102517812393487,5.850404888392221
27,0.012368687767410597,2.0142941220828945
28,0.12694930933174467,2.900982056866666
29,0.005250765924220413,1.6902174463195496
30,0.011074015115360526,2.4232373487357823
31,0.007118212529385047,2.3059816943123166
32,0.006146339380557802,3.5435673542544492
33,0.010006731383929707,5.742779562357687
34,0.02089353692893893,18.236576530955762
35,0.007724655276118773,7.325454228733137
36,0.015899524709594416,2.2054661440428953
37,0.002213172719915886,2.3355818655102896
38,0.019045072552713843,3.5109246839298933
39,0.03504918228915816,4.888550346199481
40,0.025143864092349952,3.16655060422691
41,0.002519203197683696,3.7370375763741728
42,0.002908066681912774,2.2240178333567617
43,0.008305628354665844,6.333734855583404
44,0.014548576598544883,15.154388732662872
45,0.027196175032195243,9.404061923094519
46,0.0020718040607213745,1.3908454718811023
47,0.009825093134867166,2.1960462687175095
48,0.00016419052287234754,8.696628020703713
49,0.017451998668534047,3.234387607827203
50,0.007962280152199195,4.085176787704365
51,0.0009175612264902157,1.7516111592092418
52,0.016024965937742955,4.703692915310577
53,0.015779778800133055,4.531519297309318
54,0.04402326596044331,4.612363073654436
55,0.02733907564441448,1.3026335955108217
56,0.025280915882037975,2.651429200546163
57,0.03105138418015499,3.848822149268
58,0.11686844456712175,2.3486120439232594
59,0.0054347000883941165,1.0830594706904533
60,0.09704757087047933,2.4284838421034904
61,0.01707849872995963,0.933846020964401
62,0.0694722375323871,2.3157422347067564
63,0.002816482440179142,7.780555137934347
64,0.017600490970998247,2.6809576798716512
65,0.00239625997190139,1.5780135819289727
66,0.00016395378132476966,7.606717727356679
67,0.010507353064641624,12.211864495410753
68,0.015259127899731046,1.5246731632976502
69,0.020242100290133437,1.2307509716323481
70,0.16556533478119947,0.7211214190025934
71,0.015173613022242266,1.3130721388245266
72,0.23147357427855966,1.4451353594859708
73,0.24598849930685643,1.6390562180345767
74,0.013882821588081773,1.9466229360471425
75,0.17724013548729423,1.578431264829637
76,0.0389766107181452,1.4816408056965136
77,0.018288310756138217,2.970658053983984
78,0.015486884405686538,8.048421809714812
79,0.09312245065543091,6.90716914347307
80,0.10486229935802632,3.7880501954059524
